longitude,latitude,value
121.53,24.549999999999997,25.4
121.56,24.549999999999997,19.5
121.59,24.549999999999997,20.3
121.62,24.549999999999997,20.8
121.65,24.549999999999997,22.1
121.68,24.549999999999997,23.0
121.71,24.549999999999997,25.5
121.74,24.549999999999997,24.2
121.77,24.549999999999997,20.4
121.8,24.549999999999997,22.2
121.83,24.549999999999997,26.5
121.86,24.549999999999997,28.3
120.72,24.58,26.5
120.75,24.58,26.6
120.78,24.58,26.6
120.81,24.58,26.9
120.84,24.58,27.0
120.87,24.58,26.1
120.9,24.58,26.9
120.93,24.58,26.6
120.96,24.58,25.0
120.99,24.58,25.5
121.02,24.58,24.0
121.05,24.58,22.0
121.08,24.58,19.7
121.11,24.58,24.7
121.14,24.58,21.0
121.17,24.58,16.0
121.2,24.58,13.3
121.23,24.58,20.2
121.26,24.58,18.8
121.29,24.58,13.9
121.32,24.58,20.9
121.35,24.58,17.4
121.38,24.58,15.5
121.41,24.58,19.5
121.44,24.58,23.2
121.47,24.58,26.8
121.5,24.58,26.8
121.53,24.58,25.9
121.56,24.58,21.5
121.59,24.58,23.6
121.62,24.58,24.6
121.65,24.58,23.1
121.68,24.58,27.6
121.71,24.58,26.3
121.74,24.58,24.0
121.77,24.58,26.3
121.8,24.58,27.5
121.83,24.58,28.4
120.78,24.61,25.4
120.81,24.61,26.4
120.84,24.61,26.6
120.87,24.61,26.7
120.9,24.61,26.9
120.93,24.61,26.9
120.96,24.61,26.5
120.99,24.61,24.1
121.02,24.61,24.0
121.05,24.61,22.5
121.08,24.61,20.9
121.11,24.61,24.3
121.14,24.61,22.6
121.17,24.61,19.8
121.2,24.61,17.4
121.23,24.61,14.1
121.26,24.61,21.9
121.29,24.61,22.5
121.32,24.61,17.3
121.35,24.61,15.7
121.38,24.61,19.0
121.41,24.61,20.2
121.44,24.61,19.6
121.47,24.61,22.0
121.5,24.61,25.6
121.53,24.61,27.7
121.56,24.61,27.3
121.59,24.61,26.2
121.62,24.61,26.7
121.65,24.61,26.9
121.68,24.61,27.8
121.71,24.61,27.3
121.74,24.61,28.1
121.77,24.61,27.7
121.8,24.61,28.4
121.83,24.61,28.3
120.78,24.64,26.8
120.81,24.64,26.6
120.84,24.64,26.7
120.87,24.64,26.9
120.9,24.64,26.9
120.93,24.64,27.0
120.96,24.64,26.6
120.99,24.64,26.5
121.02,24.64,25.5
121.05,24.64,24.1
121.08,24.64,24.4
121.11,24.64,26.4
121.14,24.64,24.5
121.17,24.64,18.7
121.2,24.64,20.0
121.23,24.64,19.3
121.26,24.64,20.6
121.29,24.64,23.1
121.32,24.64,22.0
121.35,24.64,18.4
121.38,24.64,16.9
121.41,24.64,23.9
121.44,24.64,22.0
121.47,24.64,19.4
121.5,24.64,25.6
121.53,24.64,25.5
121.56,24.64,27.6
121.59,24.64,27.6
121.62,24.64,26.0
121.65,24.64,25.1
121.68,24.64,27.0
121.71,24.64,28.2
121.74,24.64,28.4
121.77,24.64,28.2
121.8,24.64,28.2
121.83,24.64,28.3
120.84,24.669999999999998,26.2
120.87,24.669999999999998,26.9
120.9,24.669999999999998,27.0
120.93,24.669999999999998,27.1
120.96,24.669999999999998,27.0
120.99,24.669999999999998,26.8
121.02,24.669999999999998,26.8
121.05,24.669999999999998,26.4
121.08,24.669999999999998,24.8
121.11,24.669999999999998,26.3
121.14,24.669999999999998,23.9
121.17,24.669999999999998,21.1
121.2,24.669999999999998,23.9
121.23,24.669999999999998,23.1
121.26,24.669999999999998,21.8
121.29,24.669999999999998,21.3
121.32,24.669999999999998,23.4
121.35,24.669999999999998,24.7
121.38,24.669999999999998,24.9
121.41,24.669999999999998,22.0
121.44,24.669999999999998,21.0
121.47,24.669999999999998,13.9
121.5,24.669999999999998,21.6
121.53,24.669999999999998,22.6
121.56,24.669999999999998,25.5
121.59,24.669999999999998,27.2
121.62,24.669999999999998,27.7
121.65,24.669999999999998,25.3
121.68,24.669999999999998,28.4
121.71,24.669999999999998,28.4
121.74,24.669999999999998,28.2
121.77,24.669999999999998,28.1
121.8,24.669999999999998,28.1
121.83,24.669999999999998,28.4
120.87,24.7,27.0
120.9,24.7,27.2
120.93,24.7,27.2
120.96,24.7,26.7
120.99,24.7,26.8
121.02,24.7,26.7
121.05,24.7,26.6
121.08,24.7,26.2
121.11,24.7,26.0
121.14,24.7,26.1
121.17,24.7,25.9
121.2,24.7,25.9
121.23,24.7,23.8
121.26,24.7,19.9
121.29,24.7,17.1
121.32,24.7,17.9
121.35,24.7,21.4
121.38,24.7,25.4
121.41,24.7,18.3
121.44,24.7,16.0
121.47,24.7,17.4
121.5,24.7,20.9
121.53,24.7,18.2
121.56,24.7,24.3
121.59,24.7,25.2
121.62,24.7,27.5
121.65,24.7,28.2
121.68,24.7,28.3
121.71,24.7,28.3
121.74,24.7,28.2
121.77,24.7,28.2
121.8,24.7,28.0
120.9,24.73,27.0
120.93,24.73,27.2
120.96,24.73,15.6
120.99,24.73,27.1
121.02,24.73,25.9
121.05,24.73,26.5
121.08,24.73,26.5
121.11,24.73,26.6
121.14,24.73,26.3
121.17,24.73,26.1
121.2,24.73,25.7
121.23,24.73,25.2
121.26,24.73,23.5
121.29,24.73,19.5
121.32,24.73,20.9
121.35,24.73,26.0
121.38,24.73,23.1
121.41,24.73,20.4
121.44,24.73,16.2
121.47,24.73,21.9
121.5,24.73,21.7
121.53,24.73,18.7
121.56,24.73,22.4
121.59,24.73,21.3
121.62,24.73,27.0
121.65,24.73,26.5
121.68,24.73,28.3
121.71,24.73,28.4
121.74,24.73,28.3
121.77,24.73,28.5
121.8,24.73,28.0
120.93,24.759999999999998,27.1
120.96,24.759999999999998,25.7
120.99,24.759999999999998,26.0
121.02,24.759999999999998,26.7
121.05,24.759999999999998,26.7
121.08,24.759999999999998,27.0
121.11,24.759999999999998,26.0
121.14,24.759999999999998,25.7
121.17,24.759999999999998,25.4
121.2,24.759999999999998,27.1
121.23,24.759999999999998,26.5
121.26,24.759999999999998,24.6
121.29,24.759999999999998,21.4
121.32,24.759999999999998,22.0
121.35,24.759999999999998,26.4
121.38,24.759999999999998,21.9
121.41,24.759999999999998,16.9
121.44,24.759999999999998,20.6
121.47,24.759999999999998,23.5
121.5,24.759999999999998,25.2
121.53,24.759999999999998,24.3
121.56,24.759999999999998,23.3
121.59,24.759999999999998,23.0
121.62,24.759999999999998,23.6
121.65,24.759999999999998,26.6
121.68,24.759999999999998,27.8
121.71,24.759999999999998,28.3
121.74,24.759999999999998,28.2
121.77,24.759999999999998,28.0
121.8,24.759999999999998,27.9
120.93,24.79,27.1
120.96,24.79,27.2
120.99,24.79,27.1
121.02,24.79,27.2
121.05,24.79,27.2
121.08,24.79,26.8
121.11,24.79,24.8
121.14,24.79,26.5
121.17,24.79,26.9
121.2,24.79,26.5
121.23,24.79,25.6
121.26,24.79,25.4
121.29,24.79,25.8
121.32,24.79,25.5
121.35,24.79,24.3
121.38,24.79,25.3
121.41,24.79,22.5
121.44,24.79,17.3
121.47,24.79,21.4
121.5,24.79,24.9
121.53,24.79,19.6
121.56,24.79,18.5
121.59,24.79,19.7
121.62,24.79,19.6
121.65,24.79,26.4
121.68,24.79,27.4
121.71,24.79,28.0
121.74,24.79,28.1
121.77,24.79,27.9
121.8,24.79,27.7
120.93,24.82,27.1
120.96,24.82,27.2
120.99,24.82,27.3
121.02,24.82,27.3
121.05,24.82,27.3
121.08,24.82,27.3
121.11,24.82,27.2
121.14,24.82,26.1
121.17,24.82,25.7
121.2,24.82,26.1
121.23,24.82,26.5
121.26,24.82,27.6
121.29,24.82,26.8
121.32,24.82,26.5
121.35,24.82,26.0
121.38,24.82,25.8
121.41,24.82,21.6
121.44,24.82,23.6
121.47,24.82,21.0
121.5,24.82,24.2
121.53,24.82,24.9
121.56,24.82,21.7
121.59,24.82,24.8
121.62,24.82,21.4
121.65,24.82,22.1
121.68,24.82,21.9
121.71,24.82,24.7
121.74,24.82,27.5
121.77,24.82,27.8
121.8,24.82,27.8
121.95,24.82,27.6
120.96,24.849999999999998,27.3
120.99,24.849999999999998,27.4
121.02,24.849999999999998,27.0
121.05,24.849999999999998,27.2
121.08,24.849999999999998,26.9
121.11,24.849999999999998,27.1
121.14,24.849999999999998,24.8
121.17,24.849999999999998,26.3
121.2,24.849999999999998,25.5
121.23,24.849999999999998,26.4
121.26,24.849999999999998,27.8
121.29,24.849999999999998,26.9
121.32,24.849999999999998,25.8
121.35,24.849999999999998,26.9
121.38,24.849999999999998,24.2
121.41,24.849999999999998,24.3
121.44,24.849999999999998,27.1
121.47,24.849999999999998,24.1
121.5,24.849999999999998,23.0
121.53,24.849999999999998,26.6
121.56,24.849999999999998,26.8
121.59,24.849999999999998,26.0
121.62,24.849999999999998,24.9
121.65,24.849999999999998,22.6
121.68,24.849999999999998,20.6
121.71,24.849999999999998,21.6
121.74,24.849999999999998,24.4
121.77,24.849999999999998,27.5
121.8,24.849999999999998,27.8
120.96,24.88,27.2
120.99,24.88,27.3
121.02,24.88,27.2
121.05,24.88,26.8
121.08,24.88,26.1
121.11,24.88,26.2
121.14,24.88,26.4
121.17,24.88,25.6
121.2,24.88,26.7
121.23,24.88,26.9
121.26,24.88,27.5
121.29,24.88,28.2
121.32,24.88,27.5
121.35,24.88,28.1
121.38,24.88,28.0
121.41,24.88,26.7
121.44,24.88,23.9
121.47,24.88,23.3
121.5,24.88,26.9
121.53,24.88,26.8
121.56,24.88,23.9
121.59,24.88,26.4
121.62,24.88,26.5
121.65,24.88,24.9
121.68,24.88,23.9
121.71,24.88,25.5
121.74,24.88,24.5
121.77,24.88,23.7
121.8,24.88,27.4
121.83,24.88,27.8
120.99,24.91,27.4
121.02,24.91,27.3
121.05,24.91,27.0
121.08,24.91,26.8
121.11,24.91,27.0
121.14,24.91,26.6
121.17,24.91,27.4
121.2,24.91,27.3
121.23,24.91,27.3
121.26,24.91,27.6
121.29,24.91,28.4
121.32,24.91,28.5
121.35,24.91,28.5
121.38,24.91,28.2
121.41,24.91,27.6
121.44,24.91,27.9
121.47,24.91,26.2
121.5,24.91,25.9
121.53,24.91,28.5
121.56,24.91,27.7
121.59,24.91,27.6
121.62,24.91,27.5
121.65,24.91,26.5
121.68,24.91,26.1
121.71,24.91,25.5
121.74,24.91,23.5
121.77,24.91,23.7
121.8,24.91,24.0
121.83,24.91,24.2
121.86,24.91,27.6
121.02,24.939999999999998,27.5
121.05,24.939999999999998,27.5
121.08,24.939999999999998,27.5
121.11,24.939999999999998,27.5
121.14,24.939999999999998,27.5
121.17,24.939999999999998,27.3
121.2,24.939999999999998,27.6
121.23,24.939999999999998,27.6
121.26,24.939999999999998,28.2
121.29,24.939999999999998,27.8
121.32,24.939999999999998,28.5
121.35,24.939999999999998,28.7
121.38,24.939999999999998,28.9
121.41,24.939999999999998,28.4
121.44,24.939999999999998,26.8
121.47,24.939999999999998,27.8
121.5,24.939999999999998,27.7
121.53,24.939999999999998,28.4
121.56,24.939999999999998,26.6
121.59,24.939999999999998,25.9
121.62,24.939999999999998,26.5
121.65,24.939999999999998,26.5
121.68,24.939999999999998,26.5
121.71,24.939999999999998,26.5
121.74,24.939999999999998,25.5
121.77,24.939999999999998,22.7
121.8,24.939999999999998,24.3
121.83,24.939999999999998,23.2
121.86,24.939999999999998,25.9
121.02,24.97,27.6
121.05,24.97,27.8
121.08,24.97,27.7
121.11,24.97,27.7
121.14,24.97,27.7
121.17,24.97,29.1
121.2,24.97,28.1
121.23,24.97,28.0
121.26,24.97,28.1
121.29,24.97,28.0
121.32,24.97,28.0
121.35,24.97,28.1
121.38,24.97,28.6
121.41,24.97,28.5
121.44,24.97,28.2
121.47,24.97,28.3
121.5,24.97,28.3
121.53,24.97,28.3
121.56,24.97,28.2
121.59,24.97,27.4
121.62,24.97,25.7
121.65,24.97,26.8
121.68,24.97,25.9
121.71,24.97,22.6
121.74,24.97,25.3
121.77,24.97,25.2
121.8,24.97,24.2
121.83,24.97,24.1
121.86,24.97,25.7
121.89,24.97,25.8
121.05,25.0,27.9
121.08,25.0,28.1
121.11,25.0,27.9
121.14,25.0,27.9
121.17,25.0,28.0
121.2,25.0,28.1
121.23,25.0,28.2
121.26,25.0,28.2
121.29,25.0,28.1
121.32,25.0,28.3
121.35,25.0,27.5
121.38,25.0,27.4
121.41,25.0,28.5
121.44,25.0,28.7
121.47,25.0,28.3
121.5,25.0,28.2
121.53,25.0,28.1
121.56,25.0,27.8
121.59,25.0,27.5
121.62,25.0,27.5
121.65,25.0,25.8
121.68,25.0,26.3
121.71,25.0,25.3
121.74,25.0,24.8
121.77,25.0,25.1
121.8,25.0,25.4
121.83,25.0,26.3
121.86,25.0,26.8
121.89,25.0,27.1
121.92,25.0,26.4
121.95,25.0,26.4
121.98,25.0,26.7
121.05,25.029999999999998,28.0
121.08,25.029999999999998,28.2
121.11,25.029999999999998,28.3
121.14,25.029999999999998,28.1
121.17,25.029999999999998,28.2
121.2,25.029999999999998,28.4
121.23,25.029999999999998,28.3
121.26,25.029999999999998,27.7
121.29,25.029999999999998,28.3
121.32,25.029999999999998,27.4
121.35,25.029999999999998,26.9
121.38,25.029999999999998,26.4
121.41,25.029999999999998,28.4
121.44,25.029999999999998,28.3
121.47,25.029999999999998,28.1
121.5,25.029999999999998,28.0
121.53,25.029999999999998,25.7
121.56,25.029999999999998,27.9
121.59,25.029999999999998,27.9
121.62,25.029999999999998,27.9
121.65,25.029999999999998,26.3
121.68,25.029999999999998,25.4
121.71,25.029999999999998,25.4
121.74,25.029999999999998,26.2
121.77,25.029999999999998,26.3
121.8,25.029999999999998,26.7
121.83,25.029999999999998,27.3
121.86,25.029999999999998,27.1
121.89,25.029999999999998,27.3
121.92,25.029999999999998,27.0
121.14,25.06,28.4
121.17,25.06,28.4
121.2,25.06,28.4
121.23,25.06,28.4
121.26,25.06,28.3
121.29,25.06,28.3
121.32,25.06,27.4
121.35,25.06,26.8
121.38,25.06,26.7
121.41,25.06,28.2
121.44,25.06,27.6
121.47,25.06,28.0
121.5,25.06,28.2
121.53,25.06,27.8
121.56,25.06,27.9
121.59,25.06,27.9
121.62,25.06,28.0
121.65,25.06,28.6
121.68,25.06,27.9
121.71,25.06,26.5
121.74,25.06,26.3
121.77,25.06,25.7
121.8,25.06,26.8
121.83,25.06,26.0
121.86,25.06,26.7
121.89,25.06,26.5
121.2,25.09,28.3
121.23,25.09,28.3
121.26,25.09,27.7
121.29,25.09,28.3
121.32,25.09,27.3
121.35,25.09,27.3
121.38,25.09,26.4
121.41,25.09,27.4
121.44,25.09,28.0
121.47,25.09,27.7
121.5,25.09,27.9
121.53,25.09,27.9
121.56,25.09,28.0
121.59,25.09,27.9
121.62,25.09,27.9
121.65,25.09,27.6
121.68,25.09,28.8
121.71,25.09,30.0
121.74,25.09,27.6
121.77,25.09,27.2
121.8,25.09,25.3
121.83,25.09,26.8
121.86,25.09,24.8
121.89,25.09,25.9
121.38,25.119999999999997,27.7
121.41,25.119999999999997,27.4
121.44,25.119999999999997,27.3
121.47,25.119999999999997,27.8
121.5,25.119999999999997,27.8
121.53,25.119999999999997,28.2
121.56,25.119999999999997,26.7
121.59,25.119999999999997,25.6
121.62,25.119999999999997,27.1
121.65,25.119999999999997,27.4
121.68,25.119999999999997,26.6
121.71,25.119999999999997,27.7
121.74,25.119999999999997,27.7
121.77,25.119999999999997,27.3
121.8,25.119999999999997,25.9
121.41,25.15,28.1
121.44,25.15,27.9
121.47,25.15,27.2
121.5,25.15,27.8
121.53,25.15,26.6
121.56,25.15,24.3
121.59,25.15,22.6
121.62,25.15,25.5
121.65,25.15,25.9
121.68,25.15,26.8
121.71,25.15,25.8
121.74,25.15,27.5
121.44,25.18,27.8
121.47,25.18,27.1
121.5,25.18,24.3
121.53,25.18,21.2
121.56,25.18,23.3
121.59,25.18,25.0
121.62,25.18,24.7
121.65,25.18,25.8
121.68,25.18,27.4
121.47,25.21,27.3
121.5,25.21,26.2
121.53,25.21,25.8
121.56,25.21,22.1
121.59,25.21,27.1
121.62,25.21,27.4
121.47,25.24,27.4
121.5,25.24,26.9
121.53,25.24,25.8
121.56,25.24,25.7
121.59,25.24,24.9
121.62,25.24,27.2
121.53,25.27,26.9
121.56,25.27,24.3
121.59,25.27,24.1
